id,Name (Institution or Individual),Startups,Investment Lists,LinkedIn Profile,Company (from Associated Startups),Investor Type,Startup Count,Contacts,Name (from Contacts),Notes
recWqMwm8OTjvWo8D,Charlie Songhurst,"['recLM8Lu34emUSmwq', 'recRwDJwYwaNfdNY9']","['Cognitive Thread (PLM, MBSE, DT)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['DGG - The 3D Pipeline Company', 'SysGit']",Individual,2,,,
recXAauWrHDd8SK1M,DNX Ventures,"['recPPOzMr1dAojMoq', 'recXnPYUVun4MOI0k']","['Cognitive Thread (PLM, MBSE, DT)', 'Streamlined Supply Chain (SCM)']",,"['Allspice.io', 'CoFactr']",VC Fund,2,,,
recYoembpC9tDHvQe,Salesforce Ventures,"['recQoXmyNVs9mxBao', 'rechEaoIuPsmQEqRc']","['Factory Futures (MES, IIOT)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Laminar', 'Propel Software']",VC Fund,2,,,
recZZp6SDdd8yGO6L,GGV Capital,"['recRosbPrcxJNsPFd', 'reckOTocvgb6BTjQS']","['Factory Futures (MES, IIOT)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['TDEngine', 'Flexcompute']",Institutional Investors,2,,,
recgIkrJfKG4slw3w,Rough Draft Ventures,"['recRZ0XMSHOnlgKnc', 'reccELku3wNS3clUP']","['Design Intelligence (CAD)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Plasticity', 'AirWorks']",VC Fund,2,,,
rech50JryxsT9CEs1,3VC,"['recLM8Lu34emUSmwq', 'recnkbO0g9K3v5d9w']","['Cognitive Thread (PLM, MBSE, DT)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['DGG - The 3D Pipeline Company', 'Emmi AI']",VC Fund,2,,,
reciFk56i41TBLUmW,Aerospace Xelerated,"['recQyC01VNanWsPfv', 'recYNE2mimizPBxNl']","['Factory Futures (MES, IIOT)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['Authentise', 'ToffeeX']",Individual,2,,,
recohks596YcJYRe2,Meron Capital,"['recQoXmyNVs9mxBao', 'recVVR4ECULirZ3nG']","['Factory Futures (MES, IIOT)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['Laminar', 'LimitlessCNC']",Institutional Investors,2,,,
rectDXhpDI5qwrSOO,42CAP,"['recLUY2U34akfaLna', 'recAaqYHZYyioFEjv']","['Streamlined Supply Chain (SCM)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Flowlity', 'Fuzzy Logic Robotics']",Institutional Investors,2,,,
recuR8aX9CzX3KoiD,Amity Ventures,"['recMTewdnv14V4xxC', 'recuADye15JvSTfls']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,"['ControlRooms.ai', 'MaintainX']",VC Fund,2,,,
recvBrk1OlCWnP2ij,Gradient Ventures,"['recM90ZDwemYnmoTf', 'reccCzt75eapLDkpI']","['Adaptive Manufacturing (AM, CAM, CNC)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['Dyndrite', 'OnScale (aquired by ANSYS in 2022)']",VC Fund,2,,,
recvmIrs5o8HHZIgg,Ecolab,"['recQfRVftY0SHGTyK', 'recizUovXfTjYfsqS']","['Factory Futures (MES, IIOT)', 'Factory Futures (MES, IIOT)']",,"['Leucine', 'Guidewheel']",Institutional Investors,2,,,
recyNEKksNuzf56dn,AE Ventures,"['recQyC01VNanWsPfv', 'recGzLin3Skzi8K2P']","['Factory Futures (MES, IIOT)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['Authentise', 'Freeform']",VC Fund,2,,,
rec0eFTSu23JjNxtK,Counterpart Ventures,"['recWwgNKFTLztkKlf', 'recr9Vc8Yrgd2HlJv']","['Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)']",,"['Pico MES', 'InfinitForm']",VC Fund,2,,,
rec66p2kzZJkXu9vh,Innosuisse,"['recWKfTPM9oZtZJDn', 'recAqgjY5clYlryZp']","['Adaptive Manufacturing (AM, CAM, CNC)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Manukai', 'Mimic Robotics']",Institutional Investors,2,,,
rec7wLhrcXLQkciTd,Real Ventures,"['recURcAFYawCUAkDO', 'recuv6DgeXnWlbges']","['SW+HW=Innovation (Robotics, Drones)', 'SW+HW=Innovation (Robotics, Drones)']",,"['MosaicMFG', 'Vention']",VC Fund,2,,,
recAJMGAB6fAwQ6hG,Collaborative Fund,"['recUKS2KAJqrCB4zk', 'recHNAT8a8hoa1919']","['Design Intelligence (CAD)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,"['Reynko', 'Phaidra']",Institutional Investors,2,,,
recBp6CVjs6ysQsK4,Bloomberg Beta,"['recSVLREj85ksFafe', 'recYo1lWfrlr1SZ7X']","['Design Intelligence (CAD)', 'SW+HW=Innovation (Robotics, Drones)']",,"['camfer', 'Bright Machines']",Individual,2,,,
recGyNl7tznc7xNWZ,Eric Schmidt,"['recWZxiMHsbcRa0bH', 'reczjzXYBgUGpdPXn']","['Cognitive Thread (PLM, MBSE, DT)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Istari Digital', 'Citrine Informatics']",Individual,2,,,
recLMEkOhsxMzfQp7,Coatue Management,"['recVE5W6nsf7RqHqK', 'reckOTocvgb6BTjQS']","['SW+HW=Innovation (Robotics, Drones)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['Mech-Mind Robotics', 'Flexcompute']",Individual,2,,,
recNKh0d0ed5KqaNO,Office of Naval Research (ONR),"['recUBVrVX9YykFDiq', 'recxa8Osr3LR5dVPJ']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Design Intelligence (CAD)']",,"['Intact Solutions', 'Novineer']",Institutional Investors,2,,,
recNtHxCl5BL9zVjS,Ajay Agarwal,"['recXnPYUVun4MOI0k', 'recuv6DgeXnWlbges']","['Streamlined Supply Chain (SCM)', 'SW+HW=Innovation (Robotics, Drones)']",,"['CoFactr', 'Vention']",Individual,2,,,
recOLgNzsqQ5aqjvH,Taiwania Capital,"['recVy9LhoGyNIYsAO', 'rec9G2pPDbKNKakAy']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'SW+HW=Innovation (Robotics, Drones)']",,"['LandingAI', 'Path Robotics']",Institutional Investors,2,,,
recPzYkIBf6QVE3GE,Diana Hu,"['recXnPYUVun4MOI0k', 'reczzLW1fjIrHJgRq']","['Streamlined Supply Chain (SCM)', 'SW+HW=Innovation (Robotics, Drones)']",,"['CoFactr', 'Boost Robotics']",Individual,2,,,
recXvEtR5aR1NlCaT,Broom Ventures,"['recXnPYUVun4MOI0k', 'recjuF67BCPrAXWap']","['Streamlined Supply Chain (SCM)', 'Factory Futures (MES, IIOT)']",,"['CoFactr', 'Epsilon3']",VC Fund,2,,,
recYudMFSLCi6lEb3,Dylan Field,"['recY5fsh3fqYPfjxf', 'recdyBD0xEfMJTdFw']","['Cognitive Thread (PLM, MBSE, DT)', 'SW+HW=Innovation (Robotics, Drones)']",,"['SPREAD', 'Lumafield']",Individual,2,,,
reckt2ehk6ncThhCe,Point Nine,"['recSAGzsrJ3WSuoH0', 'recbpJYXobrrvTmDu']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Design Intelligence (CAD)']",,"['Overview AI', 'Gravity Sketch']",Individual,2,,,
recrR5LWcBZO1U7XQ,Octave Fund,"['recSVLREj85ksFafe', 'recZIVMNgwbGGEapS']","['Design Intelligence (CAD)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['camfer', 'Collimator']",Institutional Investors,2,,,
rec7GkKGLOYiX0mwk,European Union,"['recb3FOUsHyc9vwFh', 'recoO0kvuvrgbl7fX']","['Design Intelligence (CAD)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['Threedy', '1000 Kelvin']",Individual,2,,,
rec9qwycRFfWKBUEw,Creandum,"['recaUTMeWzATmUEaS', 'recd4D9BVpunqKhpw']","['Bleeding Edge BIM (AEC/BIM)', 'Design Intelligence (CAD)']",,"['Plans', 'Shapr3D']",Institutional Investors,2,,,
recBi7WZkPheuPt08,Gutbrain Ventures,"['recYWPA4sXO0x7o5B', 'recZRjLBu8F0psdes']","['Bleeding Edge BIM (AEC/BIM)', 'Design Intelligence (CAD)']",,"['Sense', 'aPriori']",VC Fund,2,,,
recDHskQ4HHOuWwDX,Inovia Capital,"['recZ86YHSbyTc91Fk', 'recuH7CHKjYxM4zdS']","['SW+HW=Innovation (Robotics, Drones)', 'Design Intelligence (CAD)']",,"['AON3D', 'Bench']",Institutional Investors,2,,,
recGJxV2i7WLIfszD,SVB Financial Group,"['recYo1lWfrlr1SZ7X', 'recl2sHNH1iBtTW8J']","['SW+HW=Innovation (Robotics, Drones)', 'Factory Futures (MES, IIOT)']",,"['Bright Machines', 'Acerta']",Individual,2,,,
recH800aF13TiGYrq,MacKinnon,"['recYWPA4sXO0x7o5B', 'rec6ZiWbsHoZwg5Ys']","['Bleeding Edge BIM (AEC/BIM)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['Sense', 'Voxshell']",Institutional Investors,2,,,
recP8KtqOlYxSjfcF,EXIST,"['recb3FOUsHyc9vwFh', 'recI8NXqAAZguDIaT']","['Design Intelligence (CAD)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['Threedy', 'Synera']",Institutional Investors,2,,,
recSlqDO2r0Y6UNxM,IQ Capital,"['recYNE2mimizPBxNl', 'recvohT18FH4InPy9']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Knowledge Engineering (R&D, Learning)']",,"['ToffeeX', 'Sana (acquired by Workday in 2025)']",Institutional Investors,2,,,
recXVj141FQzPBtqG,Bloomhaus Ventures,"['recamigpbUFSbKQvJ', 'recWKfTPM9oZtZJDn']","['Factory Futures (MES, IIOT)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['Eleven Dynamics AG', 'Manukai']",VC Fund,2,,,
recYoHBZrt20FrRmY,seed plus speed Ventures,"['recamigpbUFSbKQvJ', 'rec2jnE2eVjXvEqqa']","['Factory Futures (MES, IIOT)', 'Factory Futures (MES, IIOT)']",,"['Eleven Dynamics AG', 'United Manufacturing Hub']",VC Fund,2,,,
recaeLMlQjaGmAtVG,EquityPitcher Ventures,"['recamigpbUFSbKQvJ', 'recb3FOUsHyc9vwFh']","['Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)']",,"['Eleven Dynamics AG', 'Threedy']",VC Fund,2,,,
rechesX9nuCpuWuYR,Will Smith,"['recZIVMNgwbGGEapS', 'recbpJYXobrrvTmDu']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Design Intelligence (CAD)']",,"['Collimator', 'Gravity Sketch']",Individual,2,,,
reciuDYqg9rWsCICJ,GRIDS Capital,"['recaw4HjtF9XdTUlV', 'rectu4vqZJRrWGAhC']","['Adaptive Manufacturing (AM, CAM, CNC)', 'SW+HW=Innovation (Robotics, Drones)']",,"['CloudNC', 'Fort Robotics']",Institutional Investors,2,,,
recj9hNGgh3X7fXRh,Sources:,"['recZ86YHSbyTc91Fk', 'recl2sHNH1iBtTW8J']","['SW+HW=Innovation (Robotics, Drones)', 'Factory Futures (MES, IIOT)']",,"['AON3D', 'Acerta']",Institutional Investors,2,,,
recmMYKuU179k92Zm,Shinhan Investment,"['recYo1lWfrlr1SZ7X', 'recosXany7h8XLntI']","['SW+HW=Innovation (Robotics, Drones)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Bright Machines', 'PRISM by Things, Inc.']",Individual,2,,,
rectbJ2yz1TvuCZaV,EIT Digital Accelerator,"['recb5KSNUNc1KsU26', 'reclPQmA4RUxEnaXG']","['Bleeding Edge BIM (AEC/BIM)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['Sablono', 'STILFOLD']",Institutional Investors,2,,,
rec57hacRHBZOkYh5,Ridgeline Ventures,"['recgq4Vry0fK1ip3p', 'rec8q5Gbe38rLHbrd']","['Factory Futures (MES, IIOT)', 'SW+HW=Innovation (Robotics, Drones)']",,"['AMESA (formerly Composabl)', 'Ewake']",Individual,2,,,
rec6OiujLtX6qAOGq,Canaan Partners,"['recf96EDF5e5xTQ3y', 'recxhL1LwIanxkUbp']","['SW+HW=Innovation (Robotics, Drones)', 'Design Intelligence (CAD)']",,"['Dusty Robotics', 'nTop']",Institutional Investors,2,,,
recAkTJRDPvVFPBxX,Norwest Venture Partners,"['rechEaoIuPsmQEqRc', 'recXFOuiM1doSCyzZ']","['Cognitive Thread (PLM, MBSE, DT)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Propel Software', 'BuildVision']",VC Fund,2,,,
recLUgfqNlnqyeBbp,Mucker Capital,"['reciK5FjRB9MBXgpY', 'reclwEhs74kIaEbdm']","['Streamlined Supply Chain (SCM)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['SpecRight', 'DigiFabster']",Institutional Investors,2,,,
recNk0KcNegUTfHxQ,Creative Ventures,"['reccELku3wNS3clUP', 'rectu4vqZJRrWGAhC']","['Bleeding Edge BIM (AEC/BIM)', 'SW+HW=Innovation (Robotics, Drones)']",,"['AirWorks', 'Fort Robotics']",VC Fund,2,,,
recOAYpCbrDmsi4yZ,Moore Strategic Ventures,"['recjuF67BCPrAXWap', 'reczjzXYBgUGpdPXn']","['Factory Futures (MES, IIOT)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Epsilon3', 'Citrine Informatics']",VC Fund,2,,,
recaIQQwpZBmL5vfr,MetaProp,"['reccELku3wNS3clUP', 'recy7Bzsz7KqWqm6u']","['Bleeding Edge BIM (AEC/BIM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['AirWorks', 'LightTable']",Institutional Investors,2,,,
recdqJ07CkMk5sWEB,Thrive Capital,"['recd4D9BVpunqKhpw', 'recqer84LiRhGjKzO']","['Design Intelligence (CAD)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Shapr3D', 'Revel']",Institutional Investors,2,,,
reckaWGJ5OpRQgxko,eCoast Angels,"['rechoCKwDSxe2G9tK', 'rec3iBvkrqRfdbTGK']","['Factory Futures (MES, IIOT)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Flexxbotics', 'Canvas Envision']",Angel,2,,,
recoYLfZd8sSsRzB1,Episode 1,"['rechkMUSJkV5O8ghn', 'recaw4HjtF9XdTUlV']","['Bleeding Edge BIM (AEC/BIM)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['Arcol', 'CloudNC']",Institutional Investors,2,,,
recp5biAsIs0UJdb9,Cultivation Capital,"['reccCzt75eapLDkpI', 'reco50LmmuaWkumKC']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['OnScale (aquired by ANSYS in 2022)', 'CADchat (acquired by Court Square in 2025)']",Institutional Investors,2,,,
recq2zES1NbjBbDJu,Matter Venture Partners,"['recdyBD0xEfMJTdFw', 'rec9G2pPDbKNKakAy']","['SW+HW=Innovation (Robotics, Drones)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Lumafield', 'Path Robotics']",VC Fund,2,,,
recr0BkZ5QmdoqV0W,Haystack Ventures,"['recdyBD0xEfMJTdFw', 'recGAWGRWExg7Ujpo']","['SW+HW=Innovation (Robotics, Drones)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['Lumafield', 'Layup Parts']",VC Fund,2,,,
rectg3YrTDrIRfdMi,Grove,"['rece6eTKyz5yqOB2X', 'recVVR4ECULirZ3nG']","['Factory Futures (MES, IIOT)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['OneLayer', 'LimitlessCNC']",Institutional Investors,2,,,
recvZZxGHAnjo9Fy8,Build Collective,"['recdyBD0xEfMJTdFw', 'reckz5OAZf3rKWGP2']","['SW+HW=Innovation (Robotics, Drones)', 'Factory Futures (MES, IIOT)']",,"['Lumafield', 'Smartex.ai']",Individual,2,,,
recxYP3dyga9NyYSd,Shadow Ventures,"['recjXw5dW1RqIvyyx', 'recCe3rAApo2Pv4un']","['Bleeding Edge BIM (AEC/BIM)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Track3D', 'BotBuilt']",VC Fund,2,,,
rec16qlDWssd7yhjU,10D,"['recleLXYV3KP12GWX', 'recxJQWmfag1bxFNX']","['SW+HW=Innovation (Robotics, Drones)', 'Design Intelligence (CAD)']",,"['Augury', 'Bananaz']",Institutional Investors,2,,,
rec6mfdSmyDPp6jDU,HZG Group,"['recnlp0KFiaDHUxsT', 'recwMMgnYSxHGGk1z']","['Adaptive Manufacturing (AM, CAM, CNC)', 'SW+HW=Innovation (Robotics, Drones)']",,"['trinckle 3D Gmbh', 'Rapid Liquid Print']",Individual,2,,,
rec98uLgFSSngYSI1,Nemetschek,"['reco92rfqorVz9zCO', 'reczAQLzcfJZNJsoO']","['Bleeding Edge BIM (AEC/BIM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Madaster Germany Gmbh', 'Reconstruct']",Institutional Investors,2,,,
recS0aPcN6WOewvBt,Andreas Schwarzenbrunner,"['recmTm2ReTxcWAB6r', 'recnkbO0g9K3v5d9w']","['SW+HW=Innovation (Robotics, Drones)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['ARX Robotics', 'Emmi AI']",Individual,2,,,
recYmP49PecSJdqL0,Exitfund,"['recnTHO9styVKAcEE', 'recB1xDbj5RrzoNtj']","['Knowledge Engineering (R&D, Learning)', 'Factory Futures (MES, IIOT)']",,"['RevisionDojo', 'LineWise']",Institutional Investors,2,,,
recuRheU075v5PbCA,Lightrock,"['recleLXYV3KP12GWX', 'recqsUpkI4gSmuy8v']","['SW+HW=Innovation (Robotics, Drones)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Augury', 'Makersite Gmbh']",Institutional Investors,2,,,
recA00ICc15kRTs83,Omni Ventures,"['recqL8SeR544BDj5H', 'reczBlP1JxThJXVQ5']","['Design Intelligence (CAD)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Drafter', 'Uptool']",VC Fund,2,,,
recFQvnsi9aNGWcsZ,Tata Trusts (Foundation for Innovation and Social Entrepreneurship),"['recqc0mM0ul4jyTkr', 'recBb81FPZCTSrkkT']","['Bleeding Edge BIM (AEC/BIM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Voxelgrid', 'Planarific']",Institutional Investors,2,,,
recJlzIEQG53Uy7fh,Chalfen Ventures,"['recpYKOfcRlHDINGI', 'recWHtcFy1VphMAfP']","['Streamlined Supply Chain (SCM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Luminovo', 'Kraaft']",VC Fund,2,,,
recXmQxawSkLjUOjA,H&M CO:LAB,"['recr1AfIDc3742i8i', 'reckz5OAZf3rKWGP2']","['Bleeding Edge BIM (AEC/BIM)', 'Factory Futures (MES, IIOT)']",,"['Endra', 'Smartex.ai']",Individual,2,,,
recavpOSIgdqcQE1Y,Planet A Ventures,"['recqsUpkI4gSmuy8v', 'recxmHNTzas1LS9bG']","['Cognitive Thread (PLM, MBSE, DT)', 'Factory Futures (MES, IIOT)']",,"['Makersite Gmbh', 'Aris Machina']",VC Fund,2,,,
reccyywyKOtu7WM5D,Supernova Invest,"['recq1cM1WaGFYQRY0', 'recftTc0SJcECws9k']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Scortex', 'Dessia']",Individual,2,,,
recfw6qFrn7jjHSA8,Partech,"['recqsUpkI4gSmuy8v', 'recdL3awXnUmk45ka']","['Cognitive Thread (PLM, MBSE, DT)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Makersite Gmbh', 'CO2 AI']",Institutional Investors,2,,,
rechB4obQXw7mJGQy,Global Brain,"['recosXany7h8XLntI', 'recjOnlRhYwt4JDzY']","['Cognitive Thread (PLM, MBSE, DT)', 'Design Intelligence (CAD)']",,"['PRISM by Things, Inc.', 'CADDi']",Individual,2,,,
reciaS8uxccfOsaD8,Shasta Ventures,"['rectETKS0Dpcq47af', 'recN2yJRBKZFx3nV8']","['Cognitive Thread (PLM, MBSE, DT)', 'Factory Futures (MES, IIOT)']",,"['Bild', 'Portainer.io']",VC Fund,2,,,
reckiS8Dc57YvAxJt,Battery Ventures,"['recqf8yrsTl6r7As4', 'recudGZZRYAu3P70o']","['Factory Futures (MES, IIOT)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Viam', 'BIM Track (acquired by Newforma in 2021)']",VC Fund,2,,,
recmBX2TtWKY6lNdB,Alven,"['recq610lsAIpfbkVs', 'recCAkszHkQepFB1Y']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Neural Concept', 'Carbonfact']",Institutional Investors,2,,,
recmPy3YwRbv56tO8,Kompas VC,"['recqsUpkI4gSmuy8v', 'rec2jnE2eVjXvEqqa']","['Cognitive Thread (PLM, MBSE, DT)', 'Factory Futures (MES, IIOT)']",,"['Makersite Gmbh', 'United Manufacturing Hub']",Individual,2,,,
recqvatHhWDyRb5jd,Notion Capital,"['recr1AfIDc3742i8i', 'rec8q5Gbe38rLHbrd']","['Bleeding Edge BIM (AEC/BIM)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Endra', 'Ewake']",Individual,2,,,
recrulXefCQkBk6vc,Norrsken VC,"['recr1AfIDc3742i8i', 'recJhAZ0JhaThOD9a']","['Bleeding Edge BIM (AEC/BIM)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,"['Endra', 'juna.ai']",Individual,2,,,
recyPn3GaUyTisN7y,Fraunhofer Venture,"['recu745gphuOWYDv3', 'recb3FOUsHyc9vwFh']","['Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)']",,"['Visometry', 'Threedy']",VC Fund,2,,,
rec1BNUkGbScOmufR,HOF Capital,"['recua5w9lxPKzA0vr', 'recW6jqLmOM1dshPj']","['Design Intelligence (CAD)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Hanomi AI', 'Extropic']",Institutional Investors,2,,,
rec1oycsshl9TyUMl,Mark Cuban,"['recwnH2HEbWwKDgdC', 'rectu4vqZJRrWGAhC']","['Design Intelligence (CAD)', 'SW+HW=Innovation (Robotics, Drones)']",,"['VNTANA', 'Fort Robotics']",Individual,2,,,
recDEhDHQnDJYNOsa,Fidelity Investment,"['recuv6DgeXnWlbges', 'rectuKApvYcNtWZHa']","['SW+HW=Innovation (Robotics, Drones)', 'Factory Futures (MES, IIOT)']",,"['Vention', 'Carbon']",Individual,2,,,
recM8e6hSr4qiqmcq,DCM Ventures,"['recxhL1LwIanxkUbp', 'recjOnlRhYwt4JDzY']","['Design Intelligence (CAD)', 'Design Intelligence (CAD)']",,"['nTop', 'CADDi']",VC Fund,2,,,
recWZgtS9P2Gtg0UL,8090 Industries,"['recxMbAOcj1YGb7ss', 'recFemPnlRfNI9iCu']","['SW+HW=Innovation (Robotics, Drones)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['Atomic Industries', 'Nox Metals']",Institutional Investors,2,,,
recowBvbbublKy3nV,FIT Ventures,"['recuQ3Nd6rYe8dfys', 'recjOnlRhYwt4JDzY']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Design Intelligence (CAD)']",,"['Frontline.io', 'CADDi']",VC Fund,2,,,
recpNLUUyO1gm5NNU,Contour Venture Partners,"['recuH7CHKjYxM4zdS', 'rectQyfc3R1cO2y5M']","['Design Intelligence (CAD)', 'Factory Futures (MES, IIOT)']",,"['Bench', 'Autumn Labs']",VC Fund,2,,,
recqHYYCs1EGMv2Wt,Fifth Down Capital,"['recuADye15JvSTfls', 'rec1pUFTPxpd8w2kn']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Design Intelligence (CAD)']",,"['MaintainX', 'Arena']",Institutional Investors,2,,,
recz6P5cK1dxnxnwZ,Altos Ventures,"['recuH7CHKjYxM4zdS', 'recN8865uNS8FAygD']","['Design Intelligence (CAD)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Bench', 'PermitFlow']",VC Fund,2,,,
rec4ygWf0Jbjd2Tqg,Tola Capital,"['rec8q5Gbe38rLHbrd', 'rectETKS0Dpcq47af']","['SW+HW=Innovation (Robotics, Drones)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Ewake', 'Bild']",Individual,2,,,
recAQm1RPi4J4oRQT,Hub Angels,"['rec8q5Gbe38rLHbrd', 'recAGGqJxE2LZGkQ4']","['SW+HW=Innovation (Robotics, Drones)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Ewake', 'Aletiq']",Angel,2,,,
recLgTYfDY6s02ByU,Flexport Ventures,"['recwnH2HEbWwKDgdC', 'reclwEhs74kIaEbdm']","['Design Intelligence (CAD)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['VNTANA', 'DigiFabster']",VC Fund,2,,,
rec39Gd7PqOfXBElw,Transpose Platform,"['rec6RNto3co791W0G', 'recnTHO9styVKAcEE']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Knowledge Engineering (R&D, Learning)']",,"['BQP', 'RevisionDojo']",,2,,,
recDvyALyIDb5qnnh,Shield Capital,"['rec1pUFTPxpd8w2kn', 'recS7EiBi50k6R3ZB']","['Design Intelligence (CAD)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Arena', 'Machina Labs']",,2,,,
rec826yKdwsw5jmSo,TCV,"['recOs9vKlCvaFo6YZ', 'recTjnVK1MRM54KBf']","['Factory Futures (MES, IIOT)', 'Factory Futures (MES, IIOT)']",,"['Cognite', 'Squint']",,2,,,
rec8cQJMfFLCLHFi5,Uncorrelated Ventures,"['rec7yNihtGZQeUeT2', 'recdQm1UQsHkz0aXZ']","['Factory Futures (MES, IIOT)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['FlowFuse', 'Simr (formerly UberCloud)']",,2,,,
rec9gsVHTLF2YCuUx,Senovo,"['rec7yNihtGZQeUeT2', 'recnW7i4oaYQqB4gz']","['Factory Futures (MES, IIOT)', 'Factory Futures (MES, IIOT)']",,"['FlowFuse', 'HiveMQ']",,2,,,
recBUl83RkmcTlMUk,No publicly disclosed investors found,"['recPTlrrrYRjyL5T9', 'recu7m7nQf1qkRnQy']","['Cognitive Thread (PLM, MBSE, DT)', 'Bleeding Edge BIM (AEC/BIM)']",,"['ProductFlo', 'Dozuki (acquired by Marlin Equity Partners in 2021)']",,2,,,
recMMXuz38kjCg5MI,aws Gründungsfonds,"['recN5GrpTpcQxBVpu', 'recDm89yd7CSnFCGW']","['Bleeding Edge BIM (AEC/BIM)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Optimuse', 'Violet Labs']",Individual,2,,,
recNDIow2TKKAo4ZK,Initialized,"['recKIkbCIk4cyBuz7', 'recI2fwxWSPbBTVQZ']","['SW+HW=Innovation (Robotics, Drones)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['Formic', 'Rescale']",,2,,,
recNsz5jPzKtcMES8,Plug and Play Japan,"['recNHMUKBX1nbYoBr', 'recvTZMETI2QaCr2N']","['Knowledge Engineering (R&D, Learning)', 'Factory Futures (MES, IIOT)']",,"['TopoLogic, Inc', 'etalytics']",,2,,,
recOaCEDe5fx7yb8x,Transpose,"['recH3blTe0YUS6YT0', 'recua5w9lxPKzA0vr']","['Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)']",,"['Tellia', 'Hanomi AI']",,2,,,
recYY9lQqOK24tmXb,Kleiner Perkins,"['recJhAZ0JhaThOD9a', 'recN8865uNS8FAygD']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['juna.ai', 'PermitFlow']",,2,,,
